183,59,3
112,50,2
283,191,4
291,30,4
283,26,2
92,93,2
293,22,4
270,109,5
196,178,2
175,69,3
243,23,4
252,63,4
18,54,1
285,2,3
218,88,5
268,15,3
283,30,5
84,186,4
132,7,4
285,127,3
209,30,4
163,66,5
257,26,4
40,21,5
107,60,4
55,30,4
59,6,3
42,39,5
69,39,5
242,49,3
39,50,3
217,46,3
79,29,3
56,7,5
5,87,4
191,86,4
157,29,4
251,25,4
207,52,5
87,22,5
152,64,2
65,25,4
3,0,3
297,25,2
77,86,5
246,35,4
290,53,3
63,57,4
96,19,4
11,22,4
195,123,5
116,66,4
268,63,3
91,211,3
36,66,4
24,168,2
89,18,3
243,135,2
145,84,5
51,24,3
88,64,2
222,66,1
175,98,4
202,105,3
271,17,4
12,22,3
191,15,3
287,42,5
260,168,2
260,0,2
260,31,1
178,49,2
190,21,1
110,107,5
284,3,5
267,22,4
215,26,4
294,63,2
293,19,5
178,1,2
11,40,3
40,93,3
92,29,3
237,123,3
215,18,4
181,42,3
51,107,3
21,64,2
79,37,3
130,136,3
268,0,4
101,181,1
233,159,3
300,115,4
188,59,4
195,21,5
58,124,3
267,108,3
264,222,2
174,70,4
41,64,3
19,95,5
193,21,5
227,41,4
300,82,4
91,50,4
264,4,5
118,55,3
101,25,2
36,139,1
227,226,3
99,147,3
255,36,5
285,29,5
3,5,4
171,62,5
111,91,3
196,115,3
178,65,2
207,36,4
278,54,5
9,95,3
134,30,5
108,66,4
88,88,4
208,98,4
285,141,3
295,47,3
93,33,4
113,75,3
70,88,4
184,29,4
228,38,4
51,133,5
6,94,3
69,15,3
161,83,2
217,18,4
148,36,2
190,159,3
19,81,1
214,171,4
178,132,1
125,109,5
237,50,4
293,10,4
300,16,3
56,133,3
59,4,4
210,108,4
261,40,4
223,133,5
53,93,3
286,169,3
79,131,1
4,22,5
274,65,1
75,64,1
8,23,5
104,70,3
237,5,2
59,186,4
182,7,4
175,133,3
92,211,3
238,121,4
87,206,5
20,27,5
300,56,3
195,3,5
255,21,4
131,64,4
47,59,4
216,66,3
260,32,4
14,16,5
254,169,2
255,98,4
155,121,2
79,108,3
11,147,5
210,0,3
40,13,3
260,6,3
254,8,3
27,46,3
35,54,4
138,46,3
183,97,5
59,17,1
164,120,4
105,23,4
51,59,4
178,130,2
237,94,1
237,37,4
91,100,3
209,16,5
59,121,2
191,7,4
297,117,4
188,136,3
19,28,4
170,66,5
56,64,4
303,117,3
276,63,3
278,57,4
127,211,4
34,135,4
16,84,5
262,22,5
137,69,3
123,46,3
141,133,4
178,168,1
106,97,4
216,3,3
65,133,1
260,104,4
192,52,4
96,186,5
69,98,4
80,53,5
89,151,2
215,14,5
248,140,4
271,132,5
81,133,3
305,25,4
19,35,5
271,179,3
295,17,4
70,41,3
217,104,1
232,92,5
107,11,3
191,18,3
87,4,5
127,213,3
303,22,5
192,136,4
261,47,1
91,158,2
267,50,4
132,192,3
149,127,5
50,53,4
202,17,2
305,97,4
142,174,1
178,113,3
106,82,4
54,19,5
223,173,5
59,59,3
260,57,3
278,13,3
60,23,5
87,172,5
40,22,4
181,22,4
187,174,2
213,57,4
213,70,3
155,27,2
140,125,3
285,65,2
161,53,4
93,123,4
283,186,4
208,25,4
92,17,4
4,7,4
36,101,1
201,59,5
306,8,5
11,32,3
262,95,5
240,25,5
227,32,3
232,21,5
13,68,3
142,76,3
113,68,3
115,117,5
227,22,4
304,23,4
80,12,4
127,60,4
171,82,5
237,14,3
94,122,5
58,64,3
215,24,2
2,49,3
47,17,1
187,25,4
254,43,3
185,21,5
131,159,4
142,213,3
148,4,5
107,98,3
201,64,1
109,68,4
178,66,3
141,151,3
1,46,1
159,187,4
161,168,4
297,19,3
193,59,3
271,21,4
268,98,4
266,135,5
56,18,4
101,58,3
304,101,5
72,93,3
56,15,4
11,39,3
122,119,3
255,226,4
286,168,3
118,25,1
295,85,3
295,200,4
41,2,4
59,54,2
91,42,3
303,97,4
9,11,3
101,186,1
35,25,4
3,22,3
279,47,1
217,124,3
62,23,3
69,8,4
126,68,2
195,55,3
43,26,4
271,30,4
208,59,4
99,63,3
227,99,2
241,168,2
192,66,4
274,54,4
114,139,2
295,31,1
244,58,4
282,98,3
26,19,4
24,127,3
147,28,4
158,22,4
89,36,5
161,127,5
54,125,3
215,191,4
193,58,4
70,119,5
307,52,3
202,192,4
155,141,5
87,46,3
259,5,4
113,136,3
193,16,3
81,135,4
29,160,2
308,22,5
178,84,1
288,157,5
40,127,4
300,155,4
162,54,2
47,103,3
192,58,3
196,212,3
220,56,5
1,72,1
304,8,4
300,132,4
82,57,4
177,17,5
185,42,5
297,3,1
268,52,4
117,93,2
268,143,3
40,36,3
78,133,2
76,23,5
186,136,4
210,30,4
44,60,3
88,8,4
61,36,4
283,203,3
295,36,5
132,208,3
48,147,3
254,98,3
56,104,5
228,88,4
268,170,3
290,47,4
40,39,5
285,19,3
238,17,5
89,121,3
11,68,3
271,19,3
255,25,3
7,57,5
254,138,3
248,142,2
268,44,4
56,94,5
196,41,2
55,23,5
84,0,4
27,69,4
307,38,4
188,138,3
175,124,3
81,4,5
256,10,3
87,119,5
187,59,5
141,24,3
142,134,1
127,41,3
157,25,4
242,45,4
299,50,3
134,58,5
161,25,5
268,11,3
47,11,1
303,2,3
34,60,4
92,212,2
289,60,4
54,8,4
231,47,3
310,77,4
51,127,3
19,22,5
262,81,5
74,39,5
96,133,5
285,135,2
98,53,2
305,21,5
196,19,4
268,94,4
289,42,3
291,112,4
107,125,4
5,103,5
9,132,5
183,180,3
178,178,2
61,126,4
5,24,4
10,58,4
40,38,4
250,54,1
268,12,1
270,61,4
98,47,3
59,194,4
106,175,3
80,26,3
2,80,5
127,46,1
285,54,3
217,69,3
142,105,4
142,48,4
289,186,3
13,124,1
315,43,4
51,57,4
254,21,4
261,33,5
315,57,4
219,32,3
183,53,4
66,58,3
215,207,2
181,23,5
283,99,2
192,50,4
47,5,2
172,21,3
312,25,4
248,170,5
229,50,2
272,27,3
5,13,5
156,127,4
295,55,3
262,14,4
40,126,4
262,86,5
207,4,5
260,126,3
128,23,5
300,57,5
188,137,3
20,19,4
134,93,5
284,66,3
241,3,5
40,109,4
24,186,3
11,155,5
295,59,4
8,91,4
11,30,4
178,59,2
35,16,3
148,82,3
260,49,3
284,39,5
96,108,4
295,64,1
94,22,4
305,123,4
64,32,3
78,1,4
120,29,5
93,87,4
127,169,2
56,4,5
23,112,5
247,124,2
89,24,3
268,83,2
162,65,4
26,22,5
190,69,3
283,44,5
5,8,5
300,103,4
39,8,4
175,24,2
196,25,2
310,120,4
254,3,4
294,64,2
69,44,4
106,9,4
170,64,5
268,104,3
148,90,5
285,121,2
268,55,3
19,153,1
283,86,5
89,19,4
13,127,4
215,29,5
260,29,4
279,3,5
271,149,1
295,135,2
202,149,3
142,37,5
303,8,5
238,83,3
141,127,3
122,112,3
147,23,2
99,58,3
58,66,5
299,23,3
303,17,1
106,23,4
178,220,1
196,69,2
11,127,5
261,24,1
96,161,3
195,121,4
47,132,4
283,15,4
196,171,3
272,11,3
267,36,4
278,128,5
66,4,5
151,59,4
217,12,3
222,62,1
148,88,5
303,91,4
110,67,3
190,149,2
82,22,4
215,64,3
113,38,3
307,119,4
11,88,3
127,69,4
243,30,5
294,46,2
263,3,4
303,98,5
54,151,1
14,30,5
87,109,5
204,84,4
283,34,4
8,89,4
92,27,3
8,119,4
56,157,4
121,3,5
92,114,1
175,42,3
159,133,4
125,19,4
29,125,2
202,22,4
215,57,4
178,108,3
283,18,4
174,19,4
141,9,3
91,10,3
196,81,1
201,46,1
254,18,2
60,154,1
315,25,3
193,36,5
269,52,5
173,54,3
96,93,4
289,40,3
268,3,5
318,88,4
71,54,3
191,141,4
206,58,2
87,9,4
227,119,4
57,188,4
77,160,4
241,19,5
19,57,5
65,26,2
99,26,3
18,3,2
18,36,2
157,1,3
304,88,5
155,98,4
149,32,3
148,48,1
195,82,4
73,29,5
210,39,5
237,9,4
248,146,3
217,208,1
152,135,2
266,54,4
255,70,2
242,48,4
31,60,3
35,37,4
300,35,4
99,189,2
97,76,4
278,142,2
305,9,4
57,19,4
11,44,4
176,136,1
215,85,1
163,63,5
245,37,5
253,25,4
261,188,4
109,135,3
167,46,5
263,147,3
286,54,5
285,169,1
284,116,4
283,100,3
99,49,2
177,19,3
247,159,3
242,0,4
260,17,4
47,139,1
142,62,5
322,3,4
283,132,5
283,52,3
2,48,4
134,16,5
230,23,5
280,133,3
106,2,3
300,146,3
106,34,4
200,124,1
53,17,3
127,125,4
127,98,5
11,52,3
198,71,3
106,39,5
183,83,1
140,68,5
180,21,3
116,15,4
25,133,3
299,6,4
35,127,3
205,29,5
312,17,5
303,73,4
272,31,3
282,6,3
92,101,1
317,82,2
84,29,5
307,22,4
42,121,1
89,186,2
268,51,4
320,98,3
216,63,4
306,20,2
305,46,3
324,141,3
272,175,4
205,21,4
207,30,5
321,23,4
247,38,4
16,110,3
285,33,4
315,70,4
178,175,2
324,97,4
241,108,2
259,93,3
202,138,4
56,169,2
185,34,3
193,54,3
161,108,4
183,167,5
187,32,4
72,32,3
284,37,5
61,70,3
96,125,2
253,63,4
107,46,3
109,63,4
283,227,3
82,14,3
267,37,3
27,135,2
92,36,3
81,63,3
320,133,4
241,7,4
311,159,5
142,125,3
208,19,4
253,108,4
133,57,4
21,37,3
196,0,2
187,136,4
159,127,3
273,69,4
59,8,3
61,18,3
41,66,4
237,23,4
263,58,2
70,4,5
246,115,1
239,136,3
260,97,3
324,175,3
259,32,3
323,87,2
232,37,5
30,105,3
19,133,3
69,28,4
53,108,3
196,7,4
87,89,5
160,54,3
42,109,4
20,21,5
207,93,4
319,58,2
289,102,1
320,105,3
320,138,4
250,64,4
1,64,2
195,50,5
175,181,2
188,54,3
147,65,1
155,11,4
106,168,3
42,3,3
191,97,4
106,42,4
5,58,4
284,36,5
27,128,2
214,219,3
192,23,5
89,113,4
178,147,2
268,202,3
244,133,4
1,68,4
231,26,3
241,36,4
256,193,5
285,117,5
259,117,5
127,93,4
293,14,1
215,170,3
259,16,4
155,19,4
87,3,4
254,38,3
206,124,3
279,186,5
164,109,4
178,83,1
127,94,5
326,25,3
223,82,5
170,58,4
284,23,5
305,50,4
178,79,1
49,135,4
116,46,4
7,129,5
307,5,1
134,39,5
326,109,5
37,62,4
209,4,5
237,134,5
53,198,3
277,54,5
130,66,3
219,51,4
154,135,2
282,42,2
87,120,4
193,141,3
210,97,4
190,125,1
289,58,3
22,133,4
8,42,4
11,58,1
248,55,5
145,38,1
278,23,3
170,63,4
47,93,1
79,42,3
236,28,2
202,52,4
79,32,3
165,56,4
238,77,2
59,29,4
46,109,4
89,123,4
318,15,3
29,59,4
221,160,1
169,109,3
306,203,5
256,120,5
282,185,2
285,39,3
285,97,3
78,52,4
316,135,5
259,44,3
190,39,1
100,25,4
101,23,4
92,21,4
293,3,4
240,38,3
126,51,3
106,53,2
327,66,3
196,95,2
78,26,2
133,25,4
196,88,4
193,97,4
112,3,4
59,53,3
232,22,5
196,147,3
61,0,3
283,14,5
178,222,1
272,21,4
200,181,1
300,55,3
228,126,4
229,130,2
113,186,2
175,78,1
107,19,4
103,52,3
187,131,3
297,59,4
91,38,5
228,23,4
295,84,4
175,59,4
156,64,4
178,206,1
260,147,2
313,112,5
251,36,4
312,55,4
187,133,3
301,70,3
59,127,2
247,181,1
84,94,4
137,63,3
87,61,4
320,12,3
289,43,5
127,168,3
306,134,1
183,63,5
26,4,4
26,161,4
196,35,3
214,161,2
262,34,4
116,107,3
3,85,3
286,178,3
304,22,4
23,133,4
91,19,4
254,83,3
33,189,3
80,50,5
57,37,5
283,5,4
127,100,3
107,213,3
304,84,4
11,0,3
42,16,4
11,150,1
91,133,3
238,22,4
92,176,2
260,47,3
209,57,5
291,36,4
199,135,1
44,70,5
54,148,1
268,36,5
51,65,3
186,88,5
53,19,4
175,177,2
209,44,3
263,90,4
19,56,3
96,132,3
5,39,5
315,93,2
19,179,1
221,54,4
106,20,3
175,54,5
319,95,4
307,117,5
243,16,3
279,42,5
59,21,4
56,200,3
99,39,4
6,19,4
159,57,4
300,15,2
183,14,1
196,22,4
238,194,4
290,22,4
289,36,4
262,53,5
97,54,2
326,23,5
181,188,4
69,19,4
278,35,3
80,18,4
19,42,4
317,118,4
216,64,2
295,52,3
21,20,2
300,110,3
161,128,5
106,32,4
130,48,1
109,128,4
267,47,2
331,16,3
210,127,5
167,66,3
155,30,4
156,66,3
125,18,3
283,95,4
285,49,3
294,66,3
54,47,2
272,23,3
214,126,4
317,91,4
148,58,4
268,141,4
217,159,3
74,7,4
141,66,3
99,60,4
283,32,4
306,15,4
18,26,4
283,102,1
89,169,1
92,10,3
214,5,4
9,134,2
156,168,4
30,25,3
255,37,4
106,94,5
196,40,4
47,25,1
230,7,4
232,29,5
289,88,4
192,105,4
303,25,4
330,19,4
198,69,5
300,123,4
238,85,3
252,199,5
38,138,4
172,9,4
59,149,2
135,23,5
175,46,3
303,26,3
215,35,4
295,198,1
14,54,3
312,3,4
259,126,4
57,90,4
107,58,3
176,161,5
145,22,3
201,70,4
100,30,4
19,124,2
142,211,2
11,158,1
214,194,4
268,219,3
122,172,5
163,54,3
67,50,4
88,49,4
96,26,2
99,59,3
39,9,3
91,82,4
127,97,4
312,209,4
127,16,5
196,53,2
97,59,4
321,22,4
61,23,4
261,142,1
80,47,4
289,4,5
69,36,2
116,126,4
335,16,3
11,20,3
53,98,4
176,62,5
88,39,5
193,17,2
296,57,5
289,9,3
214,23,5
174,58,2
158,117,3
186,28,3
304,30,1
216,57,5
295,9,3
336,87,4
316,108,4
127,20,4
35,19,4
114,36,5
261,111,4
47,14,4
286,124,2
238,146,1
11,144,1
295,230,1
141,59,3
113,39,4
10,21,4
87,60,5
331,54,3
289,124,3
303,11,3
166,159,5
255,124,2
232,54,2
259,31,4
9,20,2
268,135,3
244,28,4
245,40,5
26,88,5
291,51,4
324,123,5
88,125,2
238,5,2
271,127,3
41,169,1
135,22,5
223,123,3
157,187,5
200,70,4
335,13,3
99,182,1
14,119,5
264,3,4
261,140,2
72,130,4
5,20,3
24,23,5
19,24,2
69,109,4
29,29,4
207,19,5
213,54,5
195,151,4
305,111,4
67,48,2
19,54,3
288,194,5
288,21,5
201,54,5
73,23,5
285,100,2
238,98,4
171,162,3
80,135,2
142,131,3
53,85,4
123,69,2
113,139,1
213,65,1
148,66,3
272,3,5
11,151,3
335,29,5
11,62,5
324,22,5
87,157,5
13,133,2
324,107,4
127,135,4
115,36,5
276,125,3
248,39,5
12,23,5
155,23,5
190,66,3
284,8,4
309,75,5
115,33,5
89,107,3
283,200,4
293,142,2
324,13,3
300,187,4
184,8,4
65,46,3
131,135,5
326,207,2
236,43,4
314,87,5
295,117,5
183,70,3
171,147,4
39,136,4
263,119,4
317,22,4
265,66,3
53,9,4
165,186,5
295,28,5
57,8,5
219,88,4
217,63,2
337,82,4
282,93,2
285,58,2
20,25,4
242,13,4
270,22,4
232,40,5
69,97,4
331,44,2
210,14,1
76,54,3
50,23,5
18,124,4
259,8,4
11,59,5
149,22,2
52,30,5
1,69,1
19,122,3
5,117,5
190,123,4
315,19,4
193,66,4
106,147,3
272,99,3
19,105,3
94,8,5
111,39,4
103,18,4
253,135,3
334,54,5
215,94,3
2,77,3
157,19,4
107,69,3
234,60,4
334,105,3
210,17,3
123,64,3
166,109,5
331,101,3
228,40,3
16,92,4
326,43,5
106,121,5
259,108,3
215,21,5
272,97,4
254,47,3
278,21,4
202,14,1
268,32,4
306,66,4
340,81,4
59,57,4
132,15,3
4,33,3
73,4,3
320,30,4
175,93,3
295,65,1
285,17,3
181,157,4
284,119,5
268,209,2
292,63,4
195,42,5
26,23,5
152,66,2
171,25,5
